fl_date,unique_carrier,airline_id,tail_num,fl_num,origin,dest,dep_time,dep_delay,arr_time,arr_delay,cancelled,arr,dep
2014-01-01 00:00:00,B6,20409,N355JB,477,JFK,JAX,1425.0,-4.0,1724.0,21.0,0.0,2014-01-01 17:24:00,2014-01-01 14:25:00
2014-01-01 00:00:00,B6,20409,N355JB,1677,JFK,JAX,2135.0,5.0,32.0,33.0,0.0,2014-01-01 00:32:00,2014-01-01 21:35:00
2014-01-01 00:00:00,B6,20409,N358JB,113,HPN,FLL,820.0,-5.0,1119.0,-9.0,0.0,2014-01-01 11:19:00,2014-01-01 08:20:00
2014-01-01 00:00:00,B6,20409,N358JB,813,HPN,FLL,1549.0,-10.0,1901.0,0.0,0.0,2014-01-01 19:01:00,2014-01-01 15:49:00
2014-01-01 00:00:00,B6,20409,N373JB,1447,HPN,TPA,1151.0,11.0,1509.0,35.0,0.0,2014-01-01 15:09:00,2014-01-01 11:51:00
2014-01-01 00:00:00,B6,20409,N373JB,595,HPN,MCO,1905.0,30.0,2210.0,50.0,0.0,2014-01-01 22:10:00,2014-01-01 19:05:00
2014-01-01 00:00:00,B6,20409,N374JB,281,JFK,HOU,812.0,-3.0,1135.0,12.0,0.0,2014-01-01 11:35:00,2014-01-01 08:12:00
2014-01-01 00:00:00,B6,20409,N374JB,918,JFK,BOS,1658.0,6.0,1803.0,-1.0,0.0,2014-01-01 18:03:00,2014-01-01 16:58:00
2014-01-01 00:00:00,B6,20409,N503JB,683,JFK,MCO,857.0,107.0,1155.0,108.0,0.0,2014-01-01 11:55:00,2014-01-01 08:57:00
2014-01-01 00:00:00,B6,20409,N503JB,1785,BUF,MCO,1600.0,65.0,1909.0,96.0,0.0,2014-01-01 19:09:00,2014-01-01 16:00:00
2014-01-01 00:00:00,B6,20409,N506JB,653,JFK,PBI,906.0,-2.0,1215.0,11.0,0.0,2014-01-01 12:15:00,2014-01-01 09:06:00
2014-01-01 00:00:00,B6,20409,N507JB,97,JFK,DEN,2208.0,45.0,29.0,37.0,0.0,2014-01-01 00:29:00,2014-01-01 22:08:00
2014-01-01 00:00:00,B6,20409,N508JB,586,JFK,ROC,928.0,8.0,1058.0,17.0,0.0,2014-01-01 10:58:00,2014-01-01 09:28:00
2014-01-01 00:00:00,B6,20409,N508JB,285,ROC,JFK,1140.0,15.0,1245.0,8.0,0.0,2014-01-01 12:45:00,2014-01-01 11:40:00
2014-01-01 00:00:00,B6,20409,N508JB,103,JFK,SJU,1342.0,12.0,1818.0,4.0,0.0,2014-01-01 18:18:00,2014-01-01 13:42:00
2014-01-01 00:00:00,B6,20409,N510JB,189,JFK,SAN,857.0,-3.0,1200.0,-10.0,0.0,2014-01-01 12:00:00,2014-01-01 08:57:00
2014-01-01 00:00:00,B6,20409,N516JB,1201,JFK,FLL,1956.0,-9.0,2256.0,-14.0,0.0,2014-01-01 22:56:00,2014-01-01 19:56:00
2014-01-01 00:00:00,B6,20409,N517JB,453,JFK,PBI,653.0,-7.0,956.0,-2.0,0.0,2014-01-01 09:56:00,2014-01-01 06:53:00
2014-01-01 00:00:00,B6,20409,N517JB,561,LGA,PBI,1438.0,19.0,1734.0,20.0,0.0,2014-01-01 17:34:00,2014-01-01 14:38:00
2014-01-01 00:00:00,B6,20409,N517JB,1371,LGA,FLL,2134.0,4.0,36.0,18.0,0.0,2014-01-01 00:36:00,2014-01-01 21:34:00
2014-01-01 00:00:00,B6,20409,N519JB,1701,JFK,FLL,1001.0,61.0,1308.0,62.0,0.0,2014-01-01 13:08:00,2014-01-01 10:01:00
2014-01-01 00:00:00,B6,20409,N519JB,1161,LGA,PBI,1757.0,88.0,2102.0,90.0,0.0,2014-01-01 21:02:00,2014-01-01 17:57:00
2014-01-01 00:00:00,B6,20409,N520JB,271,LGA,FLL,931.0,1.0,1227.0,-10.0,0.0,2014-01-01 12:27:00,2014-01-01 09:31:00
2014-01-01 00:00:00,B6,20409,N521JB,753,JFK,PBI,1652.0,41.0,1946.0,31.0,0.0,2014-01-01 19:46:00,2014-01-01 16:52:00
2014-01-01 00:00:00,B6,20409,N521JB,839,JFK,BQN,6.0,7.0,450.0,13.0,0.0,2014-01-01 04:50:00,2014-01-01 00:06:00
2014-01-01 00:00:00,B6,20409,N526JB,2702,JFK,BUF,704.0,-6.0,842.0,2.0,0.0,2014-01-01 08:42:00,2014-01-01 07:04:00
2014-01-01 00:00:00,B6,20409,N526JB,2301,BUF,JFK,928.0,4.0,1029.0,-16.0,0.0,2014-01-01 10:29:00,2014-01-01 09:28:00
2014-01-01 00:00:00,B6,20409,N531JB,1013,JFK,LGB,1807.0,-3.0,2140.0,11.0,0.0,2014-01-01 21:40:00,2014-01-01 18:07:00
2014-01-01 00:00:00,B6,20409,N537JB,183,JFK,MCO,2009.0,99.0,2301.0,97.0,0.0,2014-01-01 23:01:00,2014-01-01 20:09:00
2014-01-01 00:00:00,B6,20409,N547JB,255,SYR,MCO,840.0,0.0,1147.0,5.0,0.0,2014-01-01 11:47:00,2014-01-01 08:40:00
2014-01-01 00:00:00,B6,20409,N556JB,1871,HPN,PBI,1243.0,13.0,1537.0,14.0,0.0,2014-01-01 15:37:00,2014-01-01 12:43:00
2014-01-01 00:00:00,B6,20409,N556JB,711,JFK,LAS,1958.0,60.0,2242.0,52.0,0.0,2014-01-01 22:42:00,2014-01-01 19:58:00
2014-01-01 00:00:00,B6,20409,N558JB,1783,JFK,MCO,843.0,23.0,1140.0,24.0,0.0,2014-01-01 11:40:00,2014-01-01 08:43:00
2014-01-01 00:00:00,B6,20409,N562JB,383,JFK,MCO,1528.0,162.0,1855.0,197.0,0.0,2014-01-01 18:55:00,2014-01-01 15:28:00
2014-01-01 00:00:00,B6,20409,N565JB,411,JFK,LAS,1158.0,118.0,1446.0,121.0,0.0,2014-01-01 14:46:00,2014-01-01 11:58:00
2014-01-01 00:00:00,B6,20409,N568JB,883,JFK,MCO,2043.0,38.0,4.0,68.0,0.0,2014-01-01 00:04:00,2014-01-01 20:43:00
2014-01-01 00:00:00,B6,20409,N569JB,601,JFK,FLL,606.0,-5.0,915.0,3.0,0.0,2014-01-01 09:15:00,2014-01-01 06:06:00
2014-01-01 00:00:00,B6,20409,N569JB,1401,JFK,FLL,1350.0,24.0,1702.0,34.0,0.0,2014-01-01 17:02:00,2014-01-01 13:50:00
2014-01-01 00:00:00,B6,20409,N580JB,655,SYR,MCO,1652.0,7.0,2001.0,24.0,0.0,2014-01-01 20:01:00,2014-01-01 16:52:00
2014-01-01 00:00:00,B6,20409,N580JB,745,JFK,PSE,15.0,16.0,453.0,8.0,0.0,2014-01-01 04:53:00,2014-01-01 00:15:00
2014-01-01 00:00:00,B6,20409,N583JB,525,JFK,TPA,628.0,-7.0,940.0,11.0,0.0,2014-01-01 09:40:00,2014-01-01 06:28:00
2014-01-01 00:00:00,B6,20409,N584JB,901,JFK,FLL,804.0,-5.0,1133.0,19.0,0.0,2014-01-01 11:33:00,2014-01-01 08:04:00
2014-01-01 00:00:00,B6,20409,N584JB,1801,JFK,FLL,1607.0,11.0,1920.0,6.0,0.0,2014-01-01 19:20:00,2014-01-01 16:07:00
2014-01-01 00:00:00,B6,20409,N585JB,89,JFK,SAN,1717.0,37.0,2029.0,37.0,0.0,2014-01-01 20:29:00,2014-01-01 17:17:00
2014-01-01 00:00:00,B6,20409,N587JB,135,JFK,PHX,1743.0,3.0,2114.0,-4.0,0.0,2014-01-01 21:14:00,2014-01-01 17:43:00
2014-01-01 00:00:00,B6,20409,N589JB,199,LGA,MCO,924.0,-6.0,1214.0,-7.0,0.0,2014-01-01 12:14:00,2014-01-01 09:24:00
2014-01-01 00:00:00,B6,20409,N591JB,425,JFK,TPA,2210.0,29.0,118.0,41.0,0.0,2014-01-01 01:18:00,2014-01-01 22:10:00
2014-01-01 00:00:00,B6,20409,N593JB,263,JFK,SEA,1905.0,18.0,2214.0,7.0,0.0,2014-01-01 22:14:00,2014-01-01 19:05:00
2014-01-01 00:00:00,B6,20409,N598JB,461,LGA,PBI,727.0,-2.0,1015.0,-5.0,0.0,2014-01-01 10:15:00,2014-01-01 07:27:00
2014-01-01 00:00:00,B6,20409,N599JB,1,JFK,FLL,1022.0,1.0,1326.0,1.0,0.0,2014-01-01 13:26:00,2014-01-01 10:22:00
2014-01-01 00:00:00,B6,20409,N605JB,353,JFK,PBI,600.0,0.0,858.0,9.0,0.0,2014-01-01 08:58:00,2014-01-01 06:00:00
2014-01-01 00:00:00,B6,20409,N605JB,1503,JFK,SJU,2356.0,-3.0,522.0,42.0,0.0,2014-01-01 05:22:00,2014-01-01 23:56:00
2014-01-01 00:00:00,B6,20409,N606JB,671,HPN,PBI,838.0,-2.0,1125.0,-7.0,0.0,2014-01-01 11:25:00,2014-01-01 08:38:00
2014-01-01 00:00:00,B6,20409,N606JB,1117,LGA,TPA,1552.0,-8.0,1908.0,1.0,0.0,2014-01-01 19:08:00,2014-01-01 15:52:00
2014-01-01 00:00:00,B6,20409,N607JB,905,JFK,ORD,709.0,10.0,938.0,54.0,0.0,2014-01-01 09:38:00,2014-01-01 07:09:00
2014-01-01 00:00:00,B6,20409,N608JB,371,LGA,FLL,557.0,-3.0,856.0,0.0,0.0,2014-01-01 08:56:00,2014-01-01 05:57:00
2014-01-01 00:00:00,B6,20409,N608JB,1639,LGA,RSW,1323.0,9.0,1623.0,-6.0,0.0,2014-01-01 16:23:00,2014-01-01 13:23:00
2014-01-01 00:00:00,B6,20409,N608JB,1295,JFK,AUS,2040.0,-5.0,15.0,16.0,0.0,2014-01-01 00:15:00,2014-01-01 20:40:00
2014-01-01 00:00:00,B6,20409,N612JB,1403,JFK,SJU,613.0,2.0,1051.0,-4.0,0.0,2014-01-01 10:51:00,2014-01-01 06:13:00
2014-01-01 00:00:00,B6,20409,N612JB,83,JFK,MCO,1554.0,24.0,1854.0,25.0,0.0,2014-01-01 18:54:00,2014-01-01 15:54:00
2014-01-01 00:00:00,B6,20409,N623JB,1129,JFK,RSW,1206.0,0.0,1524.0,8.0,0.0,2014-01-01 15:24:00,2014-01-01 12:06:00
2014-01-01 00:00:00,B6,20409,N623JB,1271,LGA,FLL,1938.0,-2.0,2244.0,1.0,0.0,2014-01-01 22:44:00,2014-01-01 19:38:00
2014-01-01 00:00:00,B6,20409,N625JB,611,JFK,LAS,2251.0,76.0,122.0,63.0,0.0,2014-01-01 01:22:00,2014-01-01 22:51:00
2014-01-01 00:00:00,B6,20409,N627JB,161,JFK,SMF,1945.0,13.0,2257.0,-8.0,0.0,2014-01-01 22:57:00,2014-01-01 19:45:00
2014-01-01 00:00:00,B6,20409,N629JB,583,JFK,MCO,600.0,0.0,848.0,2.0,0.0,2014-01-01 08:48:00,2014-01-01 06:00:00
2014-01-01 00:00:00,B6,20409,N635JB,929,JFK,RSW,626.0,-4.0,941.0,3.0,0.0,2014-01-01 09:41:00,2014-01-01 06:26:00
2014-01-01 00:00:00,B6,20409,N635JB,213,JFK,LGB,1358.0,-1.0,1731.0,17.0,0.0,2014-01-01 17:31:00,2014-01-01 13:58:00
2014-01-01 00:00:00,B6,20409,N637JB,223,JFK,LAX,917.0,-4.0,1246.0,11.0,0.0,2014-01-01 12:46:00,2014-01-01 09:17:00
2014-01-01 00:00:00,B6,20409,N638JB,163,JFK,SRQ,905.0,79.0,1218.0,88.0,0.0,2014-01-01 12:18:00,2014-01-01 09:05:00
2014-01-01 00:00:00,B6,20409,N638JB,423,JFK,LAX,1638.0,3.0,1942.0,-10.0,0.0,2014-01-01 19:42:00,2014-01-01 16:38:00
2014-01-01 00:00:00,B6,20409,N639JB,431,LGA,SRQ,1452.0,82.0,1754.0,80.0,0.0,2014-01-01 17:54:00,2014-01-01 14:52:00
2014-01-01 00:00:00,B6,20409,N639JB,499,LGA,MCO,2143.0,42.0,41.0,55.0,0.0,2014-01-01 00:41:00,2014-01-01 21:43:00
2014-01-01 00:00:00,B6,20409,N641JB,323,JFK,LAX,1150.0,3.0,1458.0,1.0,0.0,2014-01-01 14:58:00,2014-01-01 11:50:00
2014-01-01 00:00:00,B6,20409,N645JB,623,JFK,LAX,15.0,110.0,327.0,116.0,0.0,2014-01-01 03:27:00,2014-01-01 00:15:00
2014-01-01 00:00:00,B6,20409,N653JB,795,JFK,AUS,910.0,21.0,1231.0,21.0,0.0,2014-01-01 12:31:00,2014-01-01 09:10:00
2014-01-01 00:00:00,B6,20409,N653JB,669,JFK,SJC,1829.0,-1.0,2150.0,-15.0,0.0,2014-01-01 21:50:00,2014-01-01 18:29:00
2014-01-01 00:00:00,B6,20409,N655JB,85,BUF,MCO,757.0,-3.0,1048.0,3.0,0.0,2014-01-01 10:48:00,2014-01-01 07:57:00
2014-01-01 00:00:00,B6,20409,N658JB,1183,JFK,MCO,2320.0,81.0,212.0,87.0,0.0,2014-01-01 02:12:00,2014-01-01 23:20:00
2014-01-01 00:00:00,B6,20409,N659JB,939,JFK,BQN,547.0,-3.0,1014.0,-13.0,0.0,2014-01-01 10:14:00,2014-01-01 05:47:00
2014-01-01 00:00:00,B6,20409,N659JB,325,JFK,TPA,1441.0,-5.0,1805.0,12.0,0.0,2014-01-01 18:05:00,2014-01-01 14:41:00
2014-01-01 00:00:00,B6,20409,N659JB,1901,JFK,FLL,2257.0,62.0,206.0,70.0,0.0,2014-01-01 02:06:00,2014-01-01 22:57:00
2014-01-01 00:00:00,B6,20409,N661JB,971,LGA,FLL,1057.0,9.0,1408.0,14.0,0.0,2014-01-01 14:08:00,2014-01-01 10:57:00
2014-01-01 00:00:00,B6,20409,N661JB,201,JFK,FLL,1859.0,29.0,2211.0,33.0,0.0,2014-01-01 22:11:00,2014-01-01 18:59:00
2014-01-01 00:00:00,B6,20409,N665JB,403,JFK,SJU,956.0,9.0,1435.0,5.0,0.0,2014-01-01 14:35:00,2014-01-01 09:56:00
